region_code, weather_param, year, key, value
UK, Tmean, 1910, OCT, 9.9
UK, Tmean, 1910, NOV, 2.8
UK, Tmean, 1910, DEC, 5.5
UK, Tmean, 1910, WIN, N/A
UK, Tmean, 1910, SPR, 7.17
UK, Tmean, 1910, SUM, 13.51
UK, Tmean, 1910, AUT, 8.18
UK, Tmean, 1910, ANN, 8.24
UK, Tmean, 1911, JAN, 3.5
UK, Tmean, 1911, FEB, 4.0
UK, Tmean, 1911, MAR, 4.3
UK, Tmean, 1911, APR, 6.6
UK, Tmean, 1911, MAY, 11.7
UK, Tmean, 1911, JUN, 13.2
UK, Tmean, 1911, JUL, 16.2
UK, Tmean, 1911, AUG, 16.5
UK, Tmean, 1911, SEP, 12.7
UK, Tmean, 1911, OCT, 8.4
UK, Tmean, 1911, NOV, 5.0
UK, Tmean, 1911, DEC, 5.3
UK, Tmean, 1911, WIN, 4.32
UK, Tmean, 1911, SPR, 7.55
UK, Tmean, 1911, SUM, 15.32
UK, Tmean, 1911, AUT, 8.70
UK, Tmean, 1911, ANN, 8.98
UK, Tmean, 1912, JAN, 3.0
UK, Tmean, 1912, FEB, 4.2
UK, Tmean, 1912, MAR, 6.1
UK, Tmean, 1912, APR, 7.9
UK, Tmean, 1912, MAY, 10.5
UK, Tmean, 1912, JUN, 12.5
UK, Tmean, 1912, JUL, 14.5
UK, Tmean, 1912, AUG, 11.7
UK, Tmean, 1912, SEP, 10.3
UK, Tmean, 1912, OCT, 7.7
UK, Tmean, 1912, NOV, 5.4
UK, Tmean, 1912, DEC, 5.5
UK, Tmean, 1912, WIN, 4.15
UK, Tmean, 1912, SPR, 8.18
UK, Tmean, 1912, SUM, 12.90
UK, Tmean, 1912, AUT, 7.80
UK, Tmean, 1912, ANN, 8.29
UK, Tmean, 1913, JAN, 3.5
UK, Tmean, 1913, FEB, 4.2
UK, Tmean, 1913, MAR, 4.9
UK, Tmean, 1913, APR, 6.8
UK, Tmean, 1913, MAY, 10.1
UK, Tmean, 1913, JUN, 12.8
UK, Tmean, 1913, JUL, 13.6
UK, Tmean, 1913, AUG, 14.2
UK, Tmean, 1913, SEP, 12.7
UK, Tmean, 1913, OCT, 10.1
UK, Tmean, 1913, NOV, 7.3
UK, Tmean, 1913, DEC, 4.2
UK, Tmean, 1913, WIN, 4.37
UK, Tmean, 1913, SPR, 7.28
UK, Tmean, 1913, SUM, 13.53
UK, Tmean, 1913, AUT, 10.01
UK, Tmean, 1913, ANN, 8.71
UK, Tmean, 1914, JAN, 2.8
UK, Tmean, 1914, FEB, 5.5
UK, Tmean, 1914, MAR, 4.8
UK, Tmean, 1914, APR, 8.6
UK, Tmean, 1914, MAY, 9.4
UK, Tmean, 1914, JUN, 13.1
UK, Tmean, 1914, JUL, 14.6
UK, Tmean, 1914, AUG, 14.8
UK, Tmean, 1914, SEP, 12.2
UK, Tmean, 1914, OCT, 9.4
UK, Tmean, 1914, NOV, 5.8
UK, Tmean, 1914, DEC, 3.4
UK, Tmean, 1914, WIN, 4.13
UK, Tmean, 1914, SPR, 7.60
UK, Tmean, 1914, SUM, 14.16
UK, Tmean, 1914, AUT, 9.13
UK, Tmean, 1914, ANN, 8.71
UK, Tmean, 1915, JAN, 3.0
UK, Tmean, 1915, FEB, 3.1
UK, Tmean, 1915, MAR, 4.2
UK, Tmean, 1915, APR, 6.8
UK, Tmean, 1915, MAY, 9.3
UK, Tmean, 1915, JUN, 12.8
UK, Tmean, 1915, JUL, 13.4
UK, Tmean, 1915, AUG, 14.1
UK, Tmean, 1915, SEP, 12.2
UK, Tmean, 1915, OCT, 8.3
UK, Tmean, 1915, NOV, 2.6
UK, Tmean, 1915, DEC, 3.9
UK, Tmean, 1915, WIN, 3.17
UK, Tmean, 1915, SPR, 6.77
UK, Tmean, 1915, SUM, 13.43
UK, Tmean, 1915, AUT, 7.70
UK, Tmean, 1915, ANN, 7.83
UK, Tmean, 1916, JAN, 6.3
UK, Tmean, 1916, FEB, 2.8
UK, Tmean, 1916, MAR, 2.5
UK, Tmean, 1916, APR, 7.0
UK, Tmean, 1916, MAY, 9.9
UK, Tmean, 1916, JUN, 10.6
UK, Tmean, 1916, JUL, 14.0
UK, Tmean, 1916, AUG, 14.9
UK, Tmean, 1916, SEP, 12.0
UK, Tmean, 1916, OCT, 9.4
UK, Tmean, 1916, NOV, 6.1
UK, Tmean, 1916, DEC, 2.0
UK, Tmean, 1916, WIN, 4.34
UK, Tmean, 1916, SPR, 6.47
UK, Tmean, 1916, SUM, 13.19
UK, Tmean, 1916, AUT, 9.13
UK, Tmean, 1916, ANN, 8.13
UK, Tmean, 1917, JAN, 1.1
UK, Tmean, 1917, FEB, 1.0
UK, Tmean, 1917, MAR, 2.5
UK, Tmean, 1917, APR, 4.3
UK, Tmean, 1917, MAY, 10.8
UK, Tmean, 1917, JUN, 13.2
UK, Tmean, 1917, JUL, 14.7
UK, Tmean, 1917, AUG, 14.4
UK, Tmean, 1917, SEP, 12.7
UK, Tmean, 1917, OCT, 6.6
UK, Tmean, 1917, NOV, 7.0
UK, Tmean, 1917, DEC, 2.0
UK, Tmean, 1917, WIN, 1.37
UK, Tmean, 1917, SPR, 5.88
UK, Tmean, 1917, SUM, 14.13
UK, Tmean, 1917, AUT, 8.72
UK, Tmean, 1917, ANN, 7.56
UK, Tmean, 1918, JAN, 2.6
UK, Tmean, 1918, FEB, 5.5
UK, Tmean, 1918, MAR, 4.9
UK, Tmean, 1918, APR, 5.9
UK, Tmean, 1918, MAY, 11.4
UK, Tmean, 1918, JUN, 11.9
UK, Tmean, 1918, JUL, 14.1
UK, Tmean, 1918, AUG, 14.7
UK, Tmean, 1918, SEP, 10.4
UK, Tmean, 1918, OCT, 8.3
UK, Tmean, 1918, NOV, 4.9
UK, Tmean, 1918, DEC, 5.6
UK, Tmean, 1918, WIN, 3.29
UK, Tmean, 1918, SPR, 7.40
UK, Tmean, 1918, SUM, 13.57
UK, Tmean, 1918, AUT, 7.86
UK, Tmean, 1918, ANN, 8.36
UK, Tmean, 1919, JAN, 2.4
UK, Tmean, 1919, FEB, 1.2
UK, Tmean, 1919, MAR, 2.5
UK, Tmean, 1919, APR, 6.2
UK, Tmean, 1919, MAY, 11.7
UK, Tmean, 1919, JUN, 12.5
UK, Tmean, 1919, JUL, 12.9
UK, Tmean, 1919, AUG, 14.3
UK, Tmean, 1919, SEP, 11.6
UK, Tmean, 1919, OCT, 7.2
UK, Tmean, 1919, NOV, 2.3
UK, Tmean, 1919, DEC, 4.2
UK, Tmean, 1919, WIN, 3.09
UK, Tmean, 1919, SPR, 6.81
UK, Tmean, 1919, SUM, 13.24
UK, Tmean, 1919, AUT, 7.04
UK, Tmean, 1919, ANN, 7.45
UK, Tmean, 1920, JAN, 3.9
UK, Tmean, 1920, FEB, 5.0
UK, Tmean, 1920, MAR, 5.8
UK, Tmean, 1920, APR, 6.8
UK, Tmean, 1920, MAY, 10.3
UK, Tmean, 1920, JUN, 12.9
UK, Tmean, 1920, JUL, 12.9
UK, Tmean, 1920, AUG, 12.5
UK, Tmean, 1920, SEP, 11.8
UK, Tmean, 1920, OCT, 9.7
UK, Tmean, 1920, NOV, 6.5
UK, Tmean, 1920, DEC, 3.5
UK, Tmean, 1920, WIN, 4.34
UK, Tmean, 1920, SPR, 7.67
UK, Tmean, 1920, SUM, 12.78
UK, Tmean, 1920, AUT, 9.33
UK, Tmean, 1920, ANN, 8.48
UK, Tmean, 1921, JAN, 5.8
UK, Tmean, 1921, FEB, 4.2
UK, Tmean, 1921, MAR, 5.9
UK, Tmean, 1921, APR, 7.3
UK, Tmean, 1921, MAY, 10.0
UK, Tmean, 1921, JUN, 13.0
UK, Tmean, 1921, JUL, 16.2
UK, Tmean, 1921, AUG, 13.8
UK, Tmean, 1921, SEP, 12.8
UK, Tmean, 1921, OCT, 11.6
UK, Tmean, 1921, NOV, 4.4
UK, Tmean, 1921, DEC, 5.7
UK, Tmean, 1921, WIN, 4.51
UK, Tmean, 1921, SPR, 7.72
UK, Tmean, 1921, SUM, 14.35
UK, Tmean, 1921, AUT, 9.64
UK, Tmean, 1921, ANN, 9.27
UK, Tmean, 1922, JAN, 2.9
UK, Tmean, 1922, FEB, 3.7
UK, Tmean, 1922, MAR, 4.0
UK, Tmean, 1922, APR, 4.6
UK, Tmean, 1922, MAY, 10.9
UK, Tmean, 1922, JUN, 12.2
UK, Tmean, 1922, JUL, 12.3
UK, Tmean, 1922, AUG, 12.3
UK, Tmean, 1922, SEP, 11.0
UK, Tmean, 1922, OCT, 7.6
UK, Tmean, 1922, NOV, 5.3
UK, Tmean, 1922, DEC, 4.8
UK, Tmean, 1922, WIN, 4.12
UK, Tmean, 1922, SPR, 6.53
UK, Tmean, 1922, SUM, 12.25
UK, Tmean, 1922, AUT, 7.98
UK, Tmean, 1922, ANN, 7.66
UK, Tmean, 1923, JAN, 4.9
UK, Tmean, 1923, FEB, 4.5
UK, Tmean, 1923, MAR, 5.7
UK, Tmean, 1923, APR, 6.3
UK, Tmean, 1923, MAY, 8.0
UK, Tmean, 1923, JUN, 11.2
UK, Tmean, 1923, JUL, 15.7
UK, Tmean, 1923, AUG, 13.6
UK, Tmean, 1923, SEP, 11.1
UK, Tmean, 1923, OCT, 8.6
UK, Tmean, 1923, NOV, 2.8
UK, Tmean, 1923, DEC, 3.1
UK, Tmean, 1923, WIN, 4.77
UK, Tmean, 1923, SPR, 6.67
UK, Tmean, 1923, SUM, 13.54
UK, Tmean, 1923, AUT, 7.53
UK, Tmean, 1923, ANN, 7.99
UK, Tmean, 1924, JAN, 3.8
UK, Tmean, 1924, FEB, 2.9
UK, Tmean, 1924, MAR, 3.2
UK, Tmean, 1924, APR, 6.0
UK, Tmean, 1924, MAY, 9.7
UK, Tmean, 1924, JUN, 12.4
UK, Tmean, 1924, JUL, 13.9
UK, Tmean, 1924, AUG, 13.0
UK, Tmean, 1924, SEP, 11.9
UK, Tmean, 1924, OCT, 9.1
UK, Tmean, 1924, NOV, 6.4
UK, Tmean, 1924, DEC, 6.1
UK, Tmean, 1924, WIN, 3.27
UK, Tmean, 1924, SPR, 6.31
UK, Tmean, 1924, SUM, 13.10
UK, Tmean, 1924, AUT, 9.14
UK, Tmean, 1924, ANN, 8.22
UK, Tmean, 1925, JAN, 4.6
UK, Tmean, 1925, FEB, 3.9
UK, Tmean, 1925, MAR, 4.2
UK, Tmean, 1925, APR, 6.3
UK, Tmean, 1925, MAY, 10.1
UK, Tmean, 1925, JUN, 13.4
UK, Tmean, 1925, JUL, 15.4
UK, Tmean, 1925, AUG, 14.3
UK, Tmean, 1925, SEP, 10.4
UK, Tmean, 1925, OCT, 9.5
UK, Tmean, 1925, NOV, 3.4
UK, Tmean, 1925, DEC, 2.1
UK, Tmean, 1925, WIN, 4.88
UK, Tmean, 1925, SPR, 6.86
UK, Tmean, 1925, SUM, 14.36
UK, Tmean, 1925, AUT, 7.77
UK, Tmean, 1925, ANN, 8.15
UK, Tmean, 1926, JAN, 3.9
UK, Tmean, 1926, FEB, 5.5
UK, Tmean, 1926, MAR, 5.5
UK, Tmean, 1926, APR, 8.1
UK, Tmean, 1926, MAY, 8.9
UK, Tmean, 1926, JUN, 12.3
UK, Tmean, 1926, JUL, 15.4
UK, Tmean, 1926, AUG, 14.9
UK, Tmean, 1926, SEP, 13.0
UK, Tmean, 1926, OCT, 7.0
UK, Tmean, 1926, NOV, 5.1
UK, Tmean, 1926, DEC, 3.8
UK, Tmean, 1926, WIN, 3.76
UK, Tmean, 1926, SPR, 7.49
UK, Tmean, 1926, SUM, 14.20
UK, Tmean, 1926, AUT, 8.32
UK, Tmean, 1926, ANN, 8.62
UK, Tmean, 1927, JAN, 3.8
UK, Tmean, 1927, FEB, 3.7
UK, Tmean, 1927, MAR, 6.1
UK, Tmean, 1927, APR, 6.7
UK, Tmean, 1927, MAY, 9.4
UK, Tmean, 1927, JUN, 10.8
UK, Tmean, 1927, JUL, 14.5
UK, Tmean, 1927, AUG, 14.4
UK, Tmean, 1927, SEP, 11.2
UK, Tmean, 1927, OCT, 9.3
UK, Tmean, 1927, NOV, 5.3
UK, Tmean, 1927, DEC, 1.5
UK, Tmean, 1927, WIN, 3.76
UK, Tmean, 1927, SPR, 7.42
UK, Tmean, 1927, SUM, 13.27
UK, Tmean, 1927, AUT, 8.62
UK, Tmean, 1927, ANN, 8.10
UK, Tmean, 1928, JAN, 4.2
UK, Tmean, 1928, FEB, 4.8
UK, Tmean, 1928, MAR, 4.9
UK, Tmean, 1928, APR, 7.1
UK, Tmean, 1928, MAY, 9.6
UK, Tmean, 1928, JUN, 11.2
UK, Tmean, 1928, JUL, 14.4
UK, Tmean, 1928, AUG, 13.9
UK, Tmean, 1928, SEP, 11.5
UK, Tmean, 1928, OCT, 9.1
UK, Tmean, 1928, NOV, 6.7
UK, Tmean, 1928, DEC, 3.1
UK, Tmean, 1928, WIN, 3.47
UK, Tmean, 1928, SPR, 7.18
UK, Tmean, 1928, SUM, 13.20
UK, Tmean, 1928, AUT, 9.08
UK, Tmean, 1928, ANN, 8.38
UK, Tmean, 1929, JAN, 1.1
UK, Tmean, 1929, FEB, 0.3
UK, Tmean, 1929, MAR, 5.7
UK, Tmean, 1929, APR, 5.6
UK, Tmean, 1929, MAY, 10.0
UK, Tmean, 1929, JUN, 11.8
UK, Tmean, 1929, JUL, 14.4
UK, Tmean, 1929, AUG, 13.8
UK, Tmean, 1929, SEP, 13.9
UK, Tmean, 1929, OCT, 8.4
UK, Tmean, 1929, NOV, 5.8
UK, Tmean, 1929, DEC, 4.7
UK, Tmean, 1929, WIN, 1.53
UK, Tmean, 1929, SPR, 7.11
UK, Tmean, 1929, SUM, 13.37
UK, Tmean, 1929, AUT, 9.36
UK, Tmean, 1929, ANN, 8.01
UK, Tmean, 1930, JAN, 4.3
UK, Tmean, 1930, FEB, 1.8
UK, Tmean, 1930, MAR, 4.0
UK, Tmean, 1930, APR, 7.2
UK, Tmean, 1930, MAY, 9.5
UK, Tmean, 1930, JUN, 13.7
UK, Tmean, 1930, JUL, 14.0
UK, Tmean, 1930, AUG, 14.4
UK, Tmean, 1930, SEP, 12.4
UK, Tmean, 1930, OCT, 9.3
UK, Tmean, 1930, NOV, 5.1
UK, Tmean, 1930, DEC, 3.8
UK, Tmean, 1930, WIN, 3.65
UK, Tmean, 1930, SPR, 6.89
UK, Tmean, 1930, SUM, 14.01
UK, Tmean, 1930, AUT, 8.95
UK, Tmean, 1930, ANN, 8.32
UK, Tmean, 1931, JAN, 2.6
UK, Tmean, 1931, FEB, 3.0
UK, Tmean, 1931, MAR, 3.1
UK, Tmean, 1931, APR, 6.6
UK, Tmean, 1931, MAY, 10.0
UK, Tmean, 1931, JUN, 12.5
UK, Tmean, 1931, JUL, 14.0
UK, Tmean, 1931, AUG, 13.1
UK, Tmean, 1931, SEP, 10.8
UK, Tmean, 1931, OCT, 8.2
UK, Tmean, 1931, NOV, 6.9
UK, Tmean, 1931, DEC, 5.0
UK, Tmean, 1931, WIN, 3.15
UK, Tmean, 1931, SPR, 6.55
UK, Tmean, 1931, SUM, 13.24
UK, Tmean, 1931, AUT, 8.61
UK, Tmean, 1931, ANN, 8.01
UK, Tmean, 1932, JAN, 5.5
UK, Tmean, 1932, FEB, 3.2
UK, Tmean, 1932, MAR, 4.1
UK, Tmean, 1932, APR, 5.6
UK, Tmean, 1932, MAY, 9.1
UK, Tmean, 1932, JUN, 12.8
UK, Tmean, 1932, JUL, 14.6
UK, Tmean, 1932, AUG, 15.4
UK, Tmean, 1932, SEP, 11.8
UK, Tmean, 1932, OCT, 7.7
UK, Tmean, 1932, NOV, 5.7
UK, Tmean, 1932, DEC, 4.9
UK, Tmean, 1932, WIN, 4.59
UK, Tmean, 1932, SPR, 6.29
UK, Tmean, 1932, SUM, 14.27
UK, Tmean, 1932, AUT, 8.40
UK, Tmean, 1932, ANN, 8.39
UK, Tmean, 1933, JAN, 1.9
UK, Tmean, 1933, FEB, 3.3
UK, Tmean, 1933, MAR, 6.3
UK, Tmean, 1933, APR, 7.9
UK, Tmean, 1933, MAY, 10.5
UK, Tmean, 1933, JUN, 14.0
UK, Tmean, 1933, JUL, 16.3
UK, Tmean, 1933, AUG, 15.9
UK, Tmean, 1933, SEP, 13.7
UK, Tmean, 1933, OCT, 9.2
UK, Tmean, 1933, NOV, 5.1
UK, Tmean, 1933, DEC, 1.9
UK, Tmean, 1933, WIN, 3.35
UK, Tmean, 1933, SPR, 8.25
UK, Tmean, 1933, SUM, 15.40
UK, Tmean, 1933, AUT, 9.31
UK, Tmean, 1933, ANN, 8.86
UK, Tmean, 1934, JAN, 4.0
UK, Tmean, 1934, FEB, 3.9
UK, Tmean, 1934, MAR, 4.0
UK, Tmean, 1934, APR, 6.5
UK, Tmean, 1934, MAY, 9.9
UK, Tmean, 1934, JUN, 13.4
UK, Tmean, 1934, JUL, 16.4
UK, Tmean, 1934, AUG, 13.9
UK, Tmean, 1934, SEP, 13.0
UK, Tmean, 1934, OCT, 9.2
UK, Tmean, 1934, NOV, 5.3
UK, Tmean, 1934, DEC, 6.9
UK, Tmean, 1934, WIN, 3.22
UK, Tmean, 1934, SPR, 6.79
UK, Tmean, 1934, SUM, 14.58
UK, Tmean, 1934, AUT, 9.17
UK, Tmean, 1934, ANN, 8.89
UK, Tmean, 1935, JAN, 4.0
UK, Tmean, 1935, FEB, 4.6
UK, Tmean, 1935, MAR, 5.7
UK, Tmean, 1935, APR, 6.8
UK, Tmean, 1935, MAY, 9.0
UK, Tmean, 1935, JUN, 13.3
UK, Tmean, 1935, JUL, 15.4
UK, Tmean, 1935, AUG, 15.2
UK, Tmean, 1935, SEP, 12.1
UK, Tmean, 1935, OCT, 8.4
UK, Tmean, 1935, NOV, 5.7
UK, Tmean, 1935, DEC, 2.1
UK, Tmean, 1935, WIN, 5.18
UK, Tmean, 1935, SPR, 7.17
UK, Tmean, 1935, SUM, 14.63
UK, Tmean, 1935, AUT, 8.72
UK, Tmean, 1935, ANN, 8.55
UK, Tmean, 1936, JAN, 2.6
UK, Tmean, 1936, FEB, 1.9
UK, Tmean, 1936, MAR, 5.8
UK, Tmean, 1936, APR, 5.4
UK, Tmean, 1936, MAY, 10.1
UK, Tmean, 1936, JUN, 13.2
UK, Tmean, 1936, JUL, 14.1
UK, Tmean, 1936, AUG, 14.8
UK, Tmean, 1936, SEP, 13.1
UK, Tmean, 1936, OCT, 8.6
UK, Tmean, 1936, NOV, 5.0
UK, Tmean, 1936, DEC, 4.5
UK, Tmean, 1936, WIN, 2.24
UK, Tmean, 1936, SPR, 7.15
UK, Tmean, 1936, SUM, 14.04
UK, Tmean, 1936, AUT, 8.88
UK, Tmean, 1936, ANN, 8.29
UK, Tmean, 1937, JAN, 4.3
UK, Tmean, 1937, FEB, 4.1
UK, Tmean, 1937, MAR, 2.4
UK, Tmean, 1937, APR, 7.9
UK, Tmean, 1937, MAY, 10.8
UK, Tmean, 1937, JUN, 12.7
UK, Tmean, 1937, JUL, 14.5
UK, Tmean, 1937, AUG, 15.2
UK, Tmean, 1937, SEP, 12.1
UK, Tmean, 1937, OCT, 9.2
UK, Tmean, 1937, NOV, 4.9
UK, Tmean, 1937, DEC, 2.2
UK, Tmean, 1937, WIN, 4.29
UK, Tmean, 1937, SPR, 7.02
UK, Tmean, 1937, SUM, 14.13
UK, Tmean, 1937, AUT, 8.74
UK, Tmean, 1937, ANN, 8.37
UK, Tmean, 1938, JAN, 4.7
UK, Tmean, 1938, FEB, 4.2
UK, Tmean, 1938, MAR, 8.0
UK, Tmean, 1938, APR, 6.9
UK, Tmean, 1938, MAY, 9.3
UK, Tmean, 1938, JUN, 12.7
UK, Tmean, 1938, JUL, 13.6
UK, Tmean, 1938, AUG, 14.5
UK, Tmean, 1938, SEP, 12.5
UK, Tmean, 1938, OCT, 9.3
UK, Tmean, 1938, NOV, 7.8
UK, Tmean, 1938, DEC, 3.5
UK, Tmean, 1938, WIN, 3.68
UK, Tmean, 1938, SPR, 8.08
UK, Tmean, 1938, SUM, 13.62
UK, Tmean, 1938, AUT, 9.90
UK, Tmean, 1938, ANN, 8.96
UK, Tmean, 1939, JAN, 3.0
UK, Tmean, 1939, FEB, 4.9
UK, Tmean, 1939, MAR, 5.1
UK, Tmean, 1939, APR, 7.3
UK, Tmean, 1939, MAY, 10.2
UK, Tmean, 1939, JUN, 12.9
UK, Tmean, 1939, JUL, 13.9
UK, Tmean, 1939, AUG, 15.1
UK, Tmean, 1939, SEP, 13.0
UK, Tmean, 1939, OCT, 7.5
UK, Tmean, 1939, NOV, 7.3
UK, Tmean, 1939, DEC, 2.9
UK, Tmean, 1939, WIN, 3.76
UK, Tmean, 1939, SPR, 7.53
UK, Tmean, 1939, SUM, 13.97
UK, Tmean, 1939, AUT, 9.25
UK, Tmean, 1939, ANN, 8.60
UK, Tmean, 1940, JAN, -1.1
UK, Tmean, 1940, FEB, 2.0
UK, Tmean, 1940, MAR, 4.9
UK, Tmean, 1940, APR, 7.2
UK, Tmean, 1940, MAY, 11.3
UK, Tmean, 1940, JUN, 14.9
UK, Tmean, 1940, JUL, 13.6
UK, Tmean, 1940, AUG, 14.1
UK, Tmean, 1940, SEP, 11.4
UK, Tmean, 1940, OCT, 8.7
UK, Tmean, 1940, NOV, 5.9
UK, Tmean, 1940, DEC, 3.3
UK, Tmean, 1940, WIN, 1.25
UK, Tmean, 1940, SPR, 7.81
UK, Tmean, 1940, SUM, 14.20
UK, Tmean, 1940, AUT, 8.67
UK, Tmean, 1940, ANN, 8.04
UK, Tmean, 1941, JAN, -0.1
UK, Tmean, 1941, FEB, 2.3
UK, Tmean, 1941, MAR, 3.9
UK, Tmean, 1941, APR, 5.5
UK, Tmean, 1941, MAY, 8.2
UK, Tmean, 1941, JUN, 13.4
UK, Tmean, 1941, JUL, 15.5
UK, Tmean, 1941, AUG, 13.4
UK, Tmean, 1941, SEP, 13.6
UK, Tmean, 1941, OCT, 9.4
UK, Tmean, 1941, NOV, 5.7
UK, Tmean, 1941, DEC, 4.9
UK, Tmean, 1941, WIN, 1.82
UK, Tmean, 1941, SPR, 5.88
UK, Tmean, 1941, SUM, 14.10
UK, Tmean, 1941, AUT, 9.55
UK, Tmean, 1941, ANN, 8.00
UK, Tmean, 1942, JAN, 1.0
UK, Tmean, 1942, FEB, 0.2
UK, Tmean, 1942, MAR, 4.1
UK, Tmean, 1942, APR, 7.9
UK, Tmean, 1942, MAY, 9.7
UK, Tmean, 1942, JUN, 12.6
UK, Tmean, 1942, JUL, 14.0
UK, Tmean, 1942, AUG, 14.8
UK, Tmean, 1942, SEP, 12.3
UK, Tmean, 1942, OCT, 9.3
UK, Tmean, 1942, NOV, 4.7
UK, Tmean, 1942, DEC, 5.8
UK, Tmean, 1942, WIN, 2.08
UK, Tmean, 1942, SPR, 7.19
UK, Tmean, 1942, SUM, 13.83
UK, Tmean, 1942, AUT, 8.76
UK, Tmean, 1942, ANN, 8.07
UK, Tmean, 1943, JAN, 3.9
UK, Tmean, 1943, FEB, 5.2
UK, Tmean, 1943, MAR, 5.9
UK, Tmean, 1943, APR, 9.2
UK, Tmean, 1943, MAY, 10.4
UK, Tmean, 1943, JUN, 12.9
UK, Tmean, 1943, JUL, 14.6
UK, Tmean, 1943, AUG, 14.1
UK, Tmean, 1943, SEP, 11.8
UK, Tmean, 1943, OCT, 9.8
UK, Tmean, 1943, NOV, 5.6
UK, Tmean, 1943, DEC, 3.4
UK, Tmean, 1943, WIN, 4.97
UK, Tmean, 1943, SPR, 8.48
UK, Tmean, 1943, SUM, 13.88
UK, Tmean, 1943, AUT, 9.08
UK, Tmean, 1943, ANN, 8.93
UK, Tmean, 1944, JAN, 5.1
UK, Tmean, 1944, FEB, 3.0
UK, Tmean, 1944, MAR, 4.5
UK, Tmean, 1944, APR, 8.8
UK, Tmean, 1944, MAY, 9.9
UK, Tmean, 1944, JUN, 12.2
UK, Tmean, 1944, JUL, 14.9
UK, Tmean, 1944, AUG, 15.5
UK, Tmean, 1944, SEP, 11.2
UK, Tmean, 1944, OCT, 8.3
UK, Tmean, 1944, NOV, 5.1
UK, Tmean, 1944, DEC, 3.3
UK, Tmean, 1944, WIN, 3.87
UK, Tmean, 1944, SPR, 7.69
UK, Tmean, 1944, SUM, 14.20
UK, Tmean, 1944, AUT, 8.19
UK, Tmean, 1944, ANN, 8.49
UK, Tmean, 1945, JAN, -0.2
UK, Tmean, 1945, FEB, 5.9
UK, Tmean, 1945, MAR, 7.2
UK, Tmean, 1945, APR, 8.6
UK, Tmean, 1945, MAY, 10.5
UK, Tmean, 1945, JUN, 13.0
UK, Tmean, 1945, JUL, 15.2
UK, Tmean, 1945, AUG, 14.6
UK, Tmean, 1945, SEP, 13.2
UK, Tmean, 1945, OCT, 10.7
UK, Tmean, 1945, NOV, 6.7
UK, Tmean, 1945, DEC, 4.6
UK, Tmean, 1945, WIN, 2.91
UK, Tmean, 1945, SPR, 8.80
UK, Tmean, 1945, SUM, 14.26
UK, Tmean, 1945, AUT, 10.18
UK, Tmean, 1945, ANN, 9.18
UK, Tmean, 1946, JAN, 2.6
UK, Tmean, 1946, FEB, 4.9
UK, Tmean, 1946, MAR, 4.5
UK, Tmean, 1946, APR, 8.5
UK, Tmean, 1946, MAY, 9.5
UK, Tmean, 1946, JUN, 11.8
UK, Tmean, 1946, JUL, 14.6
UK, Tmean, 1946, AUG, 13.2
UK, Tmean, 1946, SEP, 12.7
UK, Tmean, 1946, OCT, 8.8
UK, Tmean, 1946, NOV, 6.9
UK, Tmean, 1946, DEC, 2.6
UK, Tmean, 1946, WIN, 3.97
UK, Tmean, 1946, SPR, 7.51
UK, Tmean, 1946, SUM, 13.19
UK, Tmean, 1946, AUT, 9.46
UK, Tmean, 1946, ANN, 8.39
UK, Tmean, 1947, JAN, 1.8
UK, Tmean, 1947, FEB, -2.0
UK, Tmean, 1947, MAR, 2.2
UK, Tmean, 1947, APR, 7.2
UK, Tmean, 1947, MAY, 11.5
UK, Tmean, 1947, JUN, 13.7
UK, Tmean, 1947, JUL, 15.2
UK, Tmean, 1947, AUG, 17.0
UK, Tmean, 1947, SEP, 13.3
UK, Tmean, 1947, OCT, 9.9
UK, Tmean, 1947, NOV, 6.1
UK, Tmean, 1947, DEC, 4.4
UK, Tmean, 1947, WIN, 0.87
UK, Tmean, 1947, SPR, 6.94
UK, Tmean, 1947, SUM, 15.34
UK, Tmean, 1947, AUT, 9.77
UK, Tmean, 1947, ANN, 8.42
UK, Tmean, 1948, JAN, 3.8
UK, Tmean, 1948, FEB, 3.9
UK, Tmean, 1948, MAR, 7.3
UK, Tmean, 1948, APR, 7.8
UK, Tmean, 1948, MAY, 9.9
UK, Tmean, 1948, JUN, 12.3
UK, Tmean, 1948, JUL, 14.2
UK, Tmean, 1948, AUG, 13.6
UK, Tmean, 1948, SEP, 12.5
UK, Tmean, 1948, OCT, 9.0
UK, Tmean, 1948, NOV, 6.7
UK, Tmean, 1948, DEC, 4.9
UK, Tmean, 1948, WIN, 4.01
UK, Tmean, 1948, SPR, 8.36
UK, Tmean, 1948, SUM, 13.37
UK, Tmean, 1948, AUT, 9.39
UK, Tmean, 1948, ANN, 8.84
UK, Tmean, 1949, JAN, 4.6
UK, Tmean, 1949, FEB, 4.8
UK, Tmean, 1949, MAR, 4.4
UK, Tmean, 1949, APR, 8.7
UK, Tmean, 1949, MAY, 9.7
UK, Tmean, 1949, JUN, 13.4
UK, Tmean, 1949, JUL, 15.6
UK, Tmean, 1949, AUG, 15.2
UK, Tmean, 1949, SEP, 14.6
UK, Tmean, 1949, OCT, 10.7
UK, Tmean, 1949, NOV, 5.9
UK, Tmean, 1949, DEC, 4.7
UK, Tmean, 1949, WIN, 4.78
